conversation_id,user_id,costumer_id,order_id,msg_id,table_name,external_userid,userid,content,event,event_score,event_level,reason,indexs,eventType
46a51626a31b0ded03dcb23885b2259b,2025807906472112,wmGo3oHAAAX_0KFDazhkt9K053otOOmw,20250920224810749629,7395150750872883654_1745742953054_external,ww4d1e2b07609fb8b5_single_202504,wmGo3oHAAAX_0KFDazhkt9K053otOOmw,2025807906472112,合作最重要得是实力！您看一眼?都是涨超10%强势股池好票，这实力还不值得您花520元合作一期试试吗？          .... [红包]4.7日股池金股【#中储股份.】2个板，涨35个点 [红包]4.8日股池金股【#北方稀土.】T+1涨停 [红包]4.9日股池金股【#新乳业.】T+1涨停 [红包]4.10日股池金股【#菲利华.】T+1涨超16%[红包]4.11日股池金股【#江山股份.】强势8连阳，涨超15%[红包]上周一股池金股【#三只松鼠】T+1涨超10% [红包]上周二股池金股【#赣能股份.】强势2板[红包]上周三股池金股【#海力风电.】小涨7% [红包]上周四股池金股【#金海通.】T+2涨超10% [红包]上周五股池金股【#掌阅科技.】T+1涨超10%=====?你看，#近2周的内部股池金股很多都是当天买进、第二天就有大涨表现的。这种底部买入、短线就快 速 拉 升 的股池票不就正是您想要的吗？?现在加入就有一只跟上面机会一样选股逻辑的股池好票，00开头的中小板票，有账户就能跟，市场最热风口 蓄势待涨！果断办一个？ 回复【6】新手/小资金可以跟上操作吗？回复【8】好，信你一次，520+7天办一个跟上,突出时间与收益的对比,5,黄线,消息中明确使用了时间+客户收益的表述方式，例如“4.7日股池金股【#中储股份.】2个板，涨35个点”，这符合规则中的描述。,"69,94",确定违规项
46a51626a31b0ded03dcb23885b2259b,2025807906472112,wmGo3oHAAAX_0KFDazhkt9K053otOOmw,20250920224810749629,3015367632350878425_1745812684210_external,ww4d1e2b07609fb8b5_single_202504,wmGo3oHAAAX_0KFDazhkt9K053otOOmw,2025807906472112,又涨了、又涨了、?2天涨超10%、没有马后炮吧！?4.23日内部股池好票【罗莱生活】上周三通知学员低吸、周五盘中冲涨停、今天再次大涨[玫瑰]学员买入价：8.4-8.52[玫瑰]今天最高价：9.37(#目前已经到老师建议第二止盈区间、超10.52%）?您翻翻聊天记录、从周五、周六日、我一直在给您讲股池这只票、今天再次稳步上涨、这实力可以吧！就520元真的不多、就跟着我们做股池【罗莱生活】同样低吸逻辑强势好票、可以吗？?内部股池【抢彩头好票】正在低吸进场、结合周末利好精选、股池好票【罗莱生活】是您看着涨上去的、信我一次好吗？今天就别在错过了，就520元带您办一个跟上、好吗？[玫瑰]好的，信你一次、520办一个跟上，回复【8】,突出时间与收益的对比,5,黄线,消息中明确使用了时间+客户收益的表述方式，例如“4.23日内部股池好票【罗莱生活】上周三通知学员低吸、周五盘中冲涨停、今天再次大涨”，这符合规则中的描述。,"25,66",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,250033280023227599_1749718665229_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,对不起[凋谢]我们要涨价了                                                          .[炸弹]520元/485天+抽奖赠送15天 优惠活动最后【1天】，错过必涨价，给您算笔账：?520÷500≈1元/天[红包]合作每天服务费仅需1元，就一根烟钱，一瓶水钱[爱心]区区520给您账户买个机会：[凋谢]合作不理想：试错成本也不高，就520[呲牙]合作效 果好：服务满意您省心省力，长期合作====[福]指数震荡，但是发您的早参票【#元隆雅图、诺邦股份.】纷纷涨停[红包]内部股池金股：【#新北洋.】强势2板，股池好票【#应流股份、国星光电、悦康药业】纷纷强势大涨或涨停[加油]实力是真的不错[合十]也就520，一次尝试的机会！试试吗？#明天又到一周一次股池【跨周擒龙金股】正在预约进场名额，本周您已经错过多只涨停了、优惠最后【1天】、收盘了很多学员都选择办理跟上了、您也信小胡一次、争取赚钱找我报喜，怎么样？⭕回复【6】再介绍一下服务⭕回复【8】信你一次，520/16个月办一个试试   [礼物]【520/485天+抽奖加赠15天】 对公抢占链接：  https://abctougu.cn/290682（办好未来500天定用心服务）,直接承诺收益,10,红线,员工明确向客户做出具体收益保证，例如“肯定赚钱、稳赚不赔、不会亏损、带有具体数字描述的承诺如：能赚1000元”。消息中提到“合作效 果好：服务满意您省心省力，长期合作”，暗示了具体的收益保证。,"200,221",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,17404727029036936803_1749720040239_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,保价，我给您承诺保价好吗？                                                                        ...[红包]意思是：【520/485天+15天】就是抄 底价+超长服务期！如果您明天还能以【520/485天+15天】办理加入，小胡买10倍服务送您好吗？?520真不贵，优惠真的只剩【#最后1天】了，都在抢占跟上！趁着6月小牛市攻行情机会来，此时正是买强势股最佳低吸改变账户时机，可以相信小胡一次吗？ （以上承诺可以截图留证，100%承诺） [玫瑰]回复【8】看你这么执着，520办一个吧，就当交个朋友,直接承诺收益,10,红线,员工明确向客户做出具体收益保证，例如“肯定赚钱、稳赚不赔、不会亏损、带有具体数字描述的承诺如：能赚1000元”。消息中提到“小胡买10倍服务送您好吗？”，暗示了具体的收益保证。,"150,163",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,10639324474551232796_1749723368235_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,我郁闷了[捂脸]                 . [拥抱]6月小牛市低吸行情来了，小胡发您的股池票涨停不断！还有什么好纠结的呢？[红包]早盘发您的【#新北洋.】强势涨停！【#欣锐科技.】强势大涨6%！[红包]周三发您的【#中力股份、美诺华.】双双大涨6%！[红包]周二发您的【#楚天龙.】3天2涨停后，今天再次大涨5%！[红包]发您的【#元隆雅图.】8天5涨停![红包]发您的【#哈尔斯.】连续2天涨停！[红包]发您的【#格尔软件、比依股份、铭普光磁.】纷纷涨停！（聊天记录可查，100%真实）[發]邀您跟上的股池金股【#新北洋.】连续2天涨停！[發]邀您跟上的股池金股【#国星光电.】强势涨停！?上方有内部通知图，您加入后就是这么通知，操作简单方便======[委屈]您加小胡的微信不就是为了做好股票吗？怎么现在实力和优惠都有，您却连一个回复都没有呢？[加油]发您的股池好票都涨停不断！实力您亲眼验证的，您可以翻一下记录，反攻行情一定要买有资金关注强势票才能赚钱！[庆祝]福利票、合作股池好票涨停不断，如果迟早要合作，您是选择“1”还是“8”呢？[玫瑰]【1】涨价办理[玫瑰]【8】520不贵，办一个⚠⚠⚠520/16个月+15天    钜惠最后1天！对公办理： https://abctougu.cn/290682（接下来16个月小胡定用心服务您）,对标客户收益,5,黄线,员工明确表示客户加入后可以像其他客户一样赚钱。消息中提到“发您的股池好票都涨停不断！实力您亲眼验证的”，暗示了客户可以像其他客户一样赚钱。,"383,404",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,6475025184328352186_1749728525220_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,不止是票好，您再看看我们的服务有多好?                      ....[加油]【#服务好.】叶哥说：自己选股花时间太多，加入你们不仅赚钱，还省力省心，520花的太值得了[强] [加油]【#效 率 高.】蔡哥说：合作过5家投顾公司，你们是唯一让我能赚到钱的，#你们的票涨的概 率更高[加油]【#实力强.】 许哥说：#跟上买第一只票就涨停了，你们亚商有实力[强]===============[加油]520元服务您16个月+15天，加入后和他们一样，什么都不用管，#股池好票每天直接微信/APP通知、做有热点的强势股池好票、【代码+买卖区间】都有、您跟着照做就行了[爱心]#合作主要是帮您解决：①不会选股、②没时间盯盘、③把握不准买卖区间、④股票被套等诸多难题。520元/16个月最后【1天】，带您办一个？[玫瑰]回复【6】：后续还有其他费用吗？[玫瑰]回复【8】：好，相信你一次，520办一个试试,对标客户收益,5,黄线,员工明确表示客户加入后可以像其他客户一样赚钱。消息中提到“加入后和他们一样，什么都不用管”，暗示了客户可以像其他客户一样赚钱。,"224,239",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,14372332781769220207_1749734919162_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,您看一眼，这种快进快出，短线强势的内部股池好票是您想要的吗？                        ....[红包]股池金股【#今创集团.】低吸后，3天2板[發]内部9.9元推送，涨到14元[红包]股池金股【悦康药业】低吸后稳步上涨，累计涨超16%[發]内部14.8元推送，涨到17.17元[红包]股池金股【#新北洋002376.】连续2天涨停[發]内部7.2元推送，涨到8.6元[红包]股池金股【#应流股份.】稳步上涨14%[發]内部21.4元推送，涨到24.3元?徐哥：自己操作不好，选择跟上！#买2只赚2只，大赚1.8万！?贺哥：满仓被套加入换股#买2只赚2只，大赚8000多元！?王姐：小资金炒股买了2只都赚，小资金都赚1000多！=======?加入后带你做的就是像上面这样选股逻辑的强势龙头，内部每一只股池好票都是经过严格筛选，必须有资金关注，且已经开始反弹的低位强势股池好票，才会通知用户买入！[庆祝]明天内部股池一周一次最重磅的【跨周擒龙金股】进场、提前低吸潜伏周末相关政策利好方向，趁着【520/16个月】优惠最后1天，带您办一个，争取赚钱也来报喜，好吗？[玫瑰]回复【5】股票怎么推送？[玫瑰]回复【8】好，520办一个试试[礼物]【520/16个月+15天】优惠最后1天，对公办理： https://abctougu.cn/290682（办好，明天直接跟上）,对标客户收益,5,黄线,员工明确表示客户加入后可以像其他客户一样赚钱。消息中提到“加入后带你做的就是像上面这样选股逻辑的强势龙头”，暗示了客户可以像其他客户一样赚钱。,"332,355",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,14557152550428935891_1749737416101_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,当天买入、第二天就涨?这是合作一个月的学员欣姐原话！?欣姐合作前：买什么跌什么、亏损严重、抱着试一试的心态，选择相信一次办理服务?欣姐合作后：第一次报喜2支票盈利4539元、?欣姐说：#欣姐说就报着试试心态买的、你们推荐的股票真好、几乎都涨?②第二次报喜：欣姐说买你们推荐的股票，#已经赚2万啦、你们推荐的票、一般当天买进、第二天就涨[红包]当天买入、短线快进快出、这真的不是小胡吹牛，我们选股逻辑是：符合政策热点有主力资金参与的股池好票，您翻翻这一周记录，股池【新北洋、应流股份、海正药业】哪只不是短线就有强势表现的[加油]#欣姐小资金合作1个月都赚2万了，真的不要因为一个小小的520错失一次改变的机会，明天内部股池【跨周压轴金股】又是提前埋伏周末重磅利好，内部学员必买股池好票、信小胡一次、合作一期试试好吗？[玫瑰]回复【8】：行，信你一次，520办一个试试,对标客户收益,5,黄线,员工明确表示客户加入后可以像其他客户一样赚钱。消息中提到“欣姐小资金合作1个月都赚2万了”，暗示了客户可以像其他客户一样赚钱。,"264,279",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,2835299279241425517_1749741652099_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,您到底要错过多少涨停股池好票[抓狂]才愿意相信一次啊？                      ....[红包]股池金股【#国星光电.】低吸后#今天强势涨停！[發]内部8.9元推送，涨到9.9元[红包]股池金股【#新北洋.】低吸后#连续2天涨停[發]内部7.2元推送，涨到8.6元[红包]周一股池金股【#应流股份.】低吸后#T+3涨超12%[發]内部21.4元推送，涨到24.3元[红包]周二股池金股【#海正药业.】低吸后，#T+2涨超8%[發]内部9.4元推送，涨到10.35元?内部周姐：跟上2只票合计#赚13000元?内部李哥：跟上内部操作3只，说#感觉很踏实！?内部郑哥：跟上内部报喜#赚1800元========?#这种直接微信告知您代码、买进卖出都有价格区间提示。这样的服务适合您吗？您加入后做的也都是这种有资金关注，短线有强势表现的股池好票！[拳头]这种提前低吸进场，底部上涨，有主力资金参与的强势短线股池好票是您想要的吗？趁520/16个月最后【1天】，合作一期试试吧，明天还有内部每周最重磅的股池【跨周压轴金股】跟上操作！[玫瑰]回复【6】再介绍下服务[玫瑰]回复【8】好，信你一次，520元办一个[礼物]【520/16个月+抽奖加赠15天】优惠最后1天，对公办理： https://abctougu.cn/290682（办好明天第一批上车）,对标客户收益,5,黄线,员工明确表示客户加入后可以像其他客户一样赚钱。消息中提到“这种直接微信告知您代码、买进卖出都有价格区间提示。这样的服务适合您吗？”，暗示了客户可以像其他客户一样赚钱。,"314,338",确定违规项
55f20bddbdbcaf861f54c12c771ff236,20254161602302123,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20250920231107940220,5160211811923509353_1749766181160_external,ww4d1e2b07609fb8b5_single_202506,wmGo3oHAAA6Zlda7cb-8QqhI2as6lMpg,20254161602302123,[炸弹]涨价通知[炸弹]涨价通知：                                             .[拥抱]本周持续加班一周，从早6点 晚12点，每天超17个小时在提醒您把握机会，都没有睡过一个好觉。虽说股市无情，但您我萍水相逢，我给了您最大的诚意，也是尽力了~[加油]为什么加入服务？我想的是：[玫瑰]在行情不好的时候，您能有个专业的人问一下，心理踏实[玫瑰]在您股票不小心被套的时候，您可以找人诊断一下[玫瑰]在您迷茫不知道选哪只股票的时候，可以安心的聊一聊❌官网指导价：2980元/半年⭕父亲节秒杀价：520元/16个月[庆祝]最后【17】个小时！！！[庆祝]最后【17】个小时！！！?今天内部最重磅的股池【跨周压轴金股】盘中调入！?往期股池跨周金股战绩非常亮眼，今天这只更是一周一次最重磅的股池【跨周压轴金股】，重要程度五颗星?????！[爱心]实力和服务确实是不错的，这也是小胡一直这么执着，这么坚持让您加入的原因，真心希望能帮的到您，请您信我一次[抱拳]哪怕先拿个2000试试，后面认可实力再加大资金跟上，争取抢占好彩头！ [炸弹][炸弹]520优惠最后【17】小时，结束必涨价，现在办理好，开盘就有股池【跨周压轴金股】跟，办理跟上回复【8】[發]跟上股池【跨周压轴金股】速戳：https://abctougu.cn/243939（开盘股池好票直接跟）,对标客户收益,5,黄线,员工明确表示客户加入后可以像其他客户一样赚钱。消息中提到“往期股池跨周金股战绩非常亮眼”，暗示了客户可以像其他客户一样赚钱。,"333,347",确定违规项
